,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
9,5426,Solana,SOL,solana,395,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,359331107.08825153,511616946.142289,,10,,,,2022-11-03T04:41:00.000Z,31.8636375058556,1245876152.6318054,70.9867,0.4583493,-1.3203473,1.05070822,-3.83236688,1.77369874,-20.33365512,11449596140.837826,1.1333,16301976913.73,,2022-11-03T04:41:00.000Z,,,,,,2022-11-03 04:42:31.726382+00:00
10,3890,Polygon,MATIC,polygon,504,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,11,,,,2022-11-03T04:41:00.000Z,0.9666823441394056,841253210.4861902,156.2723,2.06735659,10.7248242,3.57087481,18.56807937,9.41467641,4.93363918,8443310491.46621,0.8364,9666823441.39,,2022-11-03T04:41:00.000Z,,,,,,2022-11-03 04:42:31.726382+00:00
11,6636,Polkadot,DOT,polkadot-new,421,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1132728275.398679,1248551945.7238588,,12,904869778.0,5836977745.681126,,2022-11-03T04:41:00.000Z,6.450627358317106,380866684.408551,55.5902,0.33152307,0.2520799,-0.87182414,1.21320385,-11.5946933,-23.14051755,7306808002.826072,0.7238,8053943339.37,,2022-11-03T04:41:00.000Z,,,,,,2022-11-03 04:42:31.726382+00:00
12,5994,Shiba Inu,SHIB,shiba-inu,433,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,13,,,,2022-11-03T04:41:00.000Z,1.2268479923248083e-05,634499897.816087,-32.8558,0.55710906,-4.04066695,5.54964695,9.80352558,-0.39097621,1.7676096,6736171813.486673,0.6668,7235152380.6,,2022-11-03T04:41:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-11-03 04:42:31.726382+00:00
13,4943,Dai,DAI,multi-collateral-dai,1456,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6126053314.089033,6126053314.089033,,14,,,,2022-11-03T04:41:00.000Z,1.0001882736854353,319236774.2361346,71.6726,0.01034909,0.04494226,0.05402151,0.01233755,0.06746393,0.04007766,6127206688.72365,0.6066,6127206688.72,,2022-11-03T04:41:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-11-03 04:42:31.726382+00:00
14,1958,TRON,TRX,tron,697,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,92250037251.28708,92250056871.98372,,15,71659659264.0,4437269658.424808,,2022-11-03T04:41:00.000Z,0.061921445119876246,403134872.1910187,31.7532,0.02191578,-1.67787262,-3.11024887,1.15734806,-1.4158754,-10.99672931,5712255618.962112,0.5654,5712256833.9,,2022-11-03T04:41:00.000Z,,,,,,2022-11-03 04:42:31.726382+00:00
0,1,Bitcoin,BTC,bitcoin,9813,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19196818.0,19196818.0,,1,,,,2022-11-03T04:42:00.000Z,20348.494687635444,56222752851.86274,44.8667,0.1216117,-0.86895934,-2.07203654,3.73780938,2.88116534,-12.134849,390626349092.50446,38.6752,427318388440.34,,2022-11-03T04:42:00.000Z,,,,,,2022-11-03 04:43:32.957946+00:00
1,1027,Ethereum,ETH,ethereum,6168,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373863.499,122373863.499,,2,,,,2022-11-03T04:42:00.000Z,1552.430687457303,24370650181.238785,74.171,0.11189672,-2.39298068,-0.17720127,16.61211537,0.02318174,-6.349415,189976941038.55875,18.8093,189976941038.56,,2022-11-03T04:42:00.000Z,,,,,,2022-11-03 04:43:32.957946+00:00
2,825,Tether,USDT,tether,41494,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,69350342913.25587,72141766321.66891,,3,,,,2022-11-03T04:42:00.000Z,1.0000119292132743,78988133190.71059,43.2335,0.00359759,0.00979012,-0.02147194,-0.01198737,-0.00655273,-0.00841836,69351170208.28714,6.8643,72142626916.19,,2022-11-03T04:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-11-03 04:43:32.957946+00:00
3,1839,BNB,BNB,bnb,1132,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,159977716.84719825,159979963.59042934,,4,,,,2022-11-03T04:42:00.000Z,324.6299993474834,1415689341.3322256,22.4669,0.45148318,-0.41614303,11.83694793,12.87325249,16.87710637,3.71733223,51933566115.71786,5.1411,64925999869.5,,2022-11-03T04:42:00.000Z,,,,,,2022-11-03 04:43:32.957946+00:00
4,3408,USD Coin,USDC,usd-coin,6653,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,42542266647.8906,42542266647.8906,,5,,,,2022-11-03T04:42:00.000Z,1.0001085574708264,6203380369.146961,83.443,-0.01542446,0.00370445,0.0268243,-0.00424259,0.00379535,0.02861467,42546884928.761116,4.2125,42546884928.76,,2022-11-03T04:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-11-03 04:43:32.957946+00:00
5,52,XRP,XRP,xrp,831,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50085407159.0,99989240406.0,,6,,,,2022-11-03T04:42:00.000Z,0.4573550868684674,1450068068.6491263,19.6432,0.0626458,-0.79554115,-3.79437112,0.31353587,38.20181697,21.66990536,22906815742.047,2.2676,45735508686.85,,2022-11-03T04:42:00.000Z,,,,,,2022-11-03 04:43:32.957946+00:00
6,4687,Binance USD,BUSD,binance-usd,5377,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin']",,21658670444.839256,21658670444.839256,,7,,,,2022-11-03T04:42:00.000Z,1.0000739187559662,8615776354.258665,26.3128,0.01922728,-0.03303903,0.017546,0.00084317,-0.02076255,0.00342706,21660271426.81442,2.1445,21660271426.81,,2022-11-03T04:42:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-11-03 04:43:32.957946+00:00
7,74,Dogecoin,DOGE,dogecoin,588,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,8,,,,2022-11-03T04:42:00.000Z,0.13402371468330732,4141361275.411918,-46.3856,1.32049296,-6.67804709,72.35398614,122.26219832,114.52180688,96.38604184,17781028661.345318,1.76,17781028661.35,,2022-11-03T04:42:00.000Z,,,,,,2022-11-03 04:43:32.957946+00:00
8,2010,Cardano,ADA,cardano,585,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34330907829.432,35101471140.919,,9,,,,2022-11-03T04:42:00.000Z,0.39521882334627867,733751532.0779096,53.0525,0.03461174,-0.99160515,-2.65972891,-7.66876229,-19.99488567,-22.62889284,13568220996.75766,1.3434,17784847050.58,,2022-11-03T04:42:00.000Z,,,,,,2022-11-03 04:43:32.957946+00:00
9,5426,Solana,SOL,solana,395,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,359331107.08825153,511616946.142289,,10,,,,2022-11-03T04:42:00.000Z,31.864629236208195,1245951843.625047,71.008,0.45892544,-1.31567745,1.02652907,-3.83451842,1.75462253,-20.33584541,11449952500.403358,1.1333,16302484299.79,,2022-11-03T04:42:00.000Z,,,,,,2022-11-03 04:43:32.957946+00:00
10,3890,Polygon,MATIC,polygon,504,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,11,,,,2022-11-03T04:42:00.000Z,0.96697572103305,842224718.9223893,156.5524,2.04890052,10.76034129,3.5960988,18.60057936,9.44434006,4.97072612,8445872938.395213,0.8362,9669757210.33,,2022-11-03T04:42:00.000Z,,,,,,2022-11-03 04:43:32.957946+00:00
11,6636,Polkadot,DOT,polkadot-new,421,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1132728275.398679,1248551945.7238588,,12,904869778.0,5837699544.087139,,2022-11-03T04:42:00.000Z,6.451425040396408,380859834.58111215,55.5887,0.328295,0.27319226,-0.86805597,1.22485174,-11.59177048,-23.13530678,7307711559.872077,0.7235,8054939286.88,,2022-11-03T04:42:00.000Z,,,,,,2022-11-03 04:43:32.957946+00:00
12,5994,Shiba Inu,SHIB,shiba-inu,433,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,13,,,,2022-11-03T04:42:00.000Z,1.2266936756346864e-05,634405711.6016173,-32.7977,0.50503611,-4.0874286,5.47174949,9.79051971,-0.41685011,1.76112792,6735324517.208036,0.6668,7234242321.02,,2022-11-03T04:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-11-03 04:43:32.957946+00:00
13,4943,Dai,DAI,multi-collateral-dai,1456,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6126053314.089033,6126053314.089033,,14,,,,2022-11-03T04:42:00.000Z,1.0001893627259564,319244526.64498806,71.6971,0.00739871,0.04628919,0.05395134,0.01454787,0.06230219,0.03929363,6127213360.243943,0.6066,6127213360.24,,2022-11-03T04:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-11-03 04:43:32.957946+00:00
14,1958,TRON,TRX,tron,697,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,92250037251.28708,92250056871.98372,,15,71659659264.0,4437618148.331242,,2022-11-03T04:42:00.000Z,0.06192630824523873,403124081.55642533,31.7521,0.03197495,-1.66533708,-3.10153169,1.16367402,-1.41063031,-10.98403878,5712704242.457959,0.5654,5712705457.5,,2022-11-03T04:42:00.000Z,,,,,,2022-11-03 04:43:32.957946+00:00
0,1,Bitcoin,BTC,bitcoin,9813,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19196818.0,19196818.0,,1,,,,2022-11-03T04:42:00.000Z,20348.494687635444,56222752851.86274,44.8667,0.1216117,-0.86895934,-2.07203654,3.73780938,2.88116534,-12.134849,390626349092.50446,38.6752,427318388440.34,,2022-11-03T04:42:00.000Z,,,,,,2022-11-03 04:44:33.752138+00:00
1,1027,Ethereum,ETH,ethereum,6168,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373863.499,122373863.499,,2,,,,2022-11-03T04:42:00.000Z,1552.430687457303,24370650181.238785,74.171,0.11189672,-2.39298068,-0.17720127,16.61211537,0.02318174,-6.349415,189976941038.55875,18.8093,189976941038.56,,2022-11-03T04:42:00.000Z,,,,,,2022-11-03 04:44:33.752138+00:00
2,825,Tether,USDT,tether,41494,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,69350342913.25587,72141766321.66891,,3,,,,2022-11-03T04:42:00.000Z,1.0000119292132743,78988133190.71059,43.2335,0.00359759,0.00979012,-0.02147194,-0.01198737,-0.00655273,-0.00841836,69351170208.28714,6.8643,72142626916.19,,2022-11-03T04:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-11-03 04:44:33.752138+00:00
3,1839,BNB,BNB,bnb,1132,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,159977716.84719825,159979963.59042934,,4,,,,2022-11-03T04:42:00.000Z,324.6299993474834,1415689341.3322256,22.4669,0.45148318,-0.41614303,11.83694793,12.87325249,16.87710637,3.71733223,51933566115.71786,5.1411,64925999869.5,,2022-11-03T04:42:00.000Z,,,,,,2022-11-03 04:44:33.752138+00:00
4,3408,USD Coin,USDC,usd-coin,6653,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,42542266647.8906,42542266647.8906,,5,,,,2022-11-03T04:42:00.000Z,1.0001085574708264,6203380369.146961,83.443,-0.01542446,0.00370445,0.0268243,-0.00424259,0.00379535,0.02861467,42546884928.761116,4.2125,42546884928.76,,2022-11-03T04:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-11-03 04:44:33.752138+00:00
5,52,XRP,XRP,xrp,831,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50085407159.0,99989240406.0,,6,,,,2022-11-03T04:42:00.000Z,0.4573550868684674,1450068068.6491263,19.6432,0.0626458,-0.79554115,-3.79437112,0.31353587,38.20181697,21.66990536,22906815742.047,2.2676,45735508686.85,,2022-11-03T04:42:00.000Z,,,,,,2022-11-03 04:44:33.752138+00:00
6,4687,Binance USD,BUSD,binance-usd,5377,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin']",,21658670444.839256,21658670444.839256,,7,,,,2022-11-03T04:42:00.000Z,1.0000739187559662,8615776354.258665,26.3128,0.01922728,-0.03303903,0.017546,0.00084317,-0.02076255,0.00342706,21660271426.81442,2.1445,21660271426.81,,2022-11-03T04:42:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-11-03 04:44:33.752138+00:00
7,74,Dogecoin,DOGE,dogecoin,588,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,8,,,,2022-11-03T04:42:00.000Z,0.13402371468330732,4141361275.411918,-46.3856,1.32049296,-6.67804709,72.35398614,122.26219832,114.52180688,96.38604184,17781028661.345318,1.76,17781028661.35,,2022-11-03T04:42:00.000Z,,,,,,2022-11-03 04:44:33.752138+00:00
8,2010,Cardano,ADA,cardano,585,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34330907829.432,35101471140.919,,9,,,,2022-11-03T04:42:00.000Z,0.39521882334627867,733751532.0779096,53.0525,0.03461174,-0.99160515,-2.65972891,-7.66876229,-19.99488567,-22.62889284,13568220996.75766,1.3434,17784847050.58,,2022-11-03T04:42:00.000Z,,,,,,2022-11-03 04:44:33.752138+00:00
9,5426,Solana,SOL,solana,395,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,359331107.08825153,511616946.142289,,10,,,,2022-11-03T04:42:00.000Z,31.864629236208195,1245951843.625047,71.008,0.45892544,-1.31567745,1.02652907,-3.83451842,1.75462253,-20.33584541,11449952500.403358,1.1333,16302484299.79,,2022-11-03T04:42:00.000Z,,,,,,2022-11-03 04:44:33.752138+00:00
10,3890,Polygon,MATIC,polygon,504,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,11,,,,2022-11-03T04:42:00.000Z,0.96697572103305,842224718.9223893,156.5524,2.04890052,10.76034129,3.5960988,18.60057936,9.44434006,4.97072612,8445872938.395213,0.8362,9669757210.33,,2022-11-03T04:42:00.000Z,,,,,,2022-11-03 04:44:33.752138+00:00
11,6636,Polkadot,DOT,polkadot-new,421,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1132728275.398679,1248551945.7238588,,12,904869778.0,5837699544.087139,,2022-11-03T04:42:00.000Z,6.451425040396408,380859834.58111215,55.5887,0.328295,0.27319226,-0.86805597,1.22485174,-11.59177048,-23.13530678,7307711559.872077,0.7235,8054939286.88,,2022-11-03T04:42:00.000Z,,,,,,2022-11-03 04:44:33.752138+00:00
12,5994,Shiba Inu,SHIB,shiba-inu,433,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,13,,,,2022-11-03T04:42:00.000Z,1.2266936756346864e-05,634405711.6016173,-32.7977,0.50503611,-4.0874286,5.47174949,9.79051971,-0.41685011,1.76112792,6735324517.208036,0.6668,7234242321.02,,2022-11-03T04:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-11-03 04:44:33.752138+00:00
13,4943,Dai,DAI,multi-collateral-dai,1456,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6126053314.089033,6126053314.089033,,14,,,,2022-11-03T04:42:00.000Z,1.0001893627259564,319244526.64498806,71.6971,0.00739871,0.04628919,0.05395134,0.01454787,0.06230219,0.03929363,6127213360.243943,0.6066,6127213360.24,,2022-11-03T04:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-11-03 04:44:33.752138+00:00
14,1958,TRON,TRX,tron,697,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,92250037251.28708,92250056871.98372,,15,71659659264.0,4437618148.331242,,2022-11-03T04:42:00.000Z,0.06192630824523873,403124081.55642533,31.7521,0.03197495,-1.66533708,-3.10153169,1.16367402,-1.41063031,-10.98403878,5712704242.457959,0.5654,5712705457.5,,2022-11-03T04:42:00.000Z,,,,,,2022-11-03 04:44:33.752138+00:00
0,1,Bitcoin,BTC,bitcoin,9813,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19196818.0,19196818.0,,1,,,,2022-11-03T04:44:00.000Z,20354.349530854855,56205078878.49232,44.9052,0.15092276,-0.82351011,-2.06456579,3.80647102,2.9042106,-12.05499155,390738743452.20605,38.6864,427441340147.95,,2022-11-03T04:44:00.000Z,,,,,,2022-11-03 04:45:34.777806+00:00
1,1027,Ethereum,ETH,ethereum,6168,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373863.499,122373863.499,,2,,,,2022-11-03T04:44:00.000Z,1552.8002159123107,24363135063.520214,74.1309,0.19074473,-2.34180935,-0.16173503,16.72089127,0.01831704,-6.22677794,190022161663.27084,18.8138,190022161663.27,,2022-11-03T04:44:00.000Z,,,,,,2022-11-03 04:45:34.777806+00:00
