,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
0,1,Bitcoin,BTC,bitcoin,9813,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19196818.0,19196818.0,,1,,,,2022-11-03T04:39:00.000Z,20352.214416899234,56255880986.176285,44.8551,0.14940379,-0.87744298,-2.02219386,3.79141911,2.93067433,-12.12893112,390697756058.19073,38.7014,427396502754.88,,2022-11-03T04:39:00.000Z,,,,,,2022-11-03 04:40:29.480472+00:00
1,1027,Ethereum,ETH,ethereum,6168,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373863.499,122373863.499,,2,,,,2022-11-03T04:39:00.000Z,1553.0864289490885,24381194958.30921,74.1738,0.09411565,-2.42622518,-0.1358237,16.72100516,0.10725155,-6.33163514,190057186658.3651,18.8265,190057186658.37,,2022-11-03T04:39:00.000Z,,,,,,2022-11-03 04:40:29.480472+00:00
2,825,Tether,USDT,tether,41493,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,69350342913.25587,72141766321.66891,,3,,,,2022-11-03T04:39:00.000Z,0.9999762442709677,79031910735.26997,43.1931,-0.00035321,0.00188373,-0.02585824,-0.01511396,-0.00801789,-0.01243203,69348695445.30133,6.8641,72140052541.42,,2022-11-03T04:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-11-03 04:40:29.480472+00:00
3,1839,BNB,BNB,bnb,1132,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,159977716.84719825,159979963.59042934,,4,,,,2022-11-03T04:39:00.000Z,324.4273606374396,1415651409.5278714,22.5121,0.37444115,-0.56472562,11.76146195,12.78415331,16.85708639,3.64763497,51901148437.540184,5.1412,64885472127.49,,2022-11-03T04:39:00.000Z,,,,,,2022-11-03 04:40:29.480472+00:00
4,3408,USD Coin,USDC,usd-coin,6653,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,42542266647.8906,42542266647.8906,,5,,,,2022-11-03T04:39:00.000Z,1.0001841598822625,6206526616.637977,83.3561,-0.00245219,0.01173389,0.0333422,0.01097831,0.01543416,0.03429045,42550101226.70766,4.2149,42550101226.71,,2022-11-03T04:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-11-03 04:40:29.480472+00:00
5,52,XRP,XRP,xrp,831,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50085407159.0,99989240406.0,,6,,,,2022-11-03T04:39:00.000Z,0.45723995060016703,1449908763.7381344,19.487,-0.00097498,-0.83684319,-3.72409078,0.27323988,38.24078253,21.55789286,22901049095.170414,2.2685,45723995060.02,,2022-11-03T04:39:00.000Z,,,,,,2022-11-03 04:40:29.480472+00:00
6,4687,Binance USD,BUSD,binance-usd,5377,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin']",,21658670444.839256,21658670444.839256,,7,,,,2022-11-03T04:39:00.000Z,1.0007343638616386,8621475175.39289,26.3716,0.06814192,0.05573351,0.08730912,0.07384985,0.04960153,0.07615077,21674575789.705086,2.147,21674575789.71,,2022-11-03T04:39:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-11-03 04:40:29.480472+00:00
7,74,Dogecoin,DOGE,dogecoin,588,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,8,,,,2022-11-03T04:39:00.000Z,0.13427264940385605,4152655183.3219314,-46.5838,1.56687965,-6.83148257,72.24827911,122.70964488,114.88570224,96.72282542,17814055020.9813,1.7632,17814055020.98,,2022-11-03T04:39:00.000Z,,,,,,2022-11-03 04:40:29.480472+00:00
8,2010,Cardano,ADA,cardano,585,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34330907829.432,35101471140.919,,9,,,,2022-11-03T04:39:00.000Z,0.39553156731841327,734056947.3809236,53.1106,0.08703454,-1.00350794,-2.56196348,-7.57568633,-19.86125363,-22.58251625,13578957781.239223,1.3451,17798920529.33,,2022-11-03T04:39:00.000Z,,,,,,2022-11-03 04:40:29.480472+00:00
9,5426,Solana,SOL,solana,395,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,359331107.08825153,511616946.142289,,10,,,,2022-11-03T04:39:00.000Z,31.885844048336118,1245852503.7548192,70.9299,0.55990879,-1.22253815,1.14602392,-3.7640242,1.91289411,-20.24010826,11457575642.331953,1.1341,16313338157.18,,2022-11-03T04:39:00.000Z,,,,,,2022-11-03 04:40:29.480472+00:00
10,3890,Polygon,MATIC,polygon,504,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,11,,,,2022-11-03T04:39:00.000Z,0.9655302672192928,839551503.6806976,156.6178,1.92048904,10.44288264,3.3925112,18.45744656,9.28003261,4.80310868,8433247885.889997,0.8354,9655302672.19,,2022-11-03T04:39:00.000Z,,,,,,2022-11-03 04:40:29.480472+00:00
11,6636,Polkadot,DOT,polkadot-new,421,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1132728275.398679,1248551945.7238588,,12,904869778.0,5838828519.268168,,2022-11-03T04:39:00.000Z,6.452672706313072,380761536.3112439,55.4749,0.36770394,0.24043136,-0.83169597,1.17324696,-11.53241362,-23.09355239,7309124826.334132,0.724,8056497062.59,,2022-11-03T04:39:00.000Z,,,,,,2022-11-03 04:40:29.480472+00:00
12,5994,Shiba Inu,SHIB,shiba-inu,433,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,13,,,,2022-11-03T04:39:00.000Z,1.2285377317239407e-05,635536065.9947273,-33.0394,0.82265028,-4.04475031,5.2990091,10.00019282,-0.22852605,1.92301619,6745449552.036015,0.6682,7245117365.76,,2022-11-03T04:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-11-03 04:40:29.480472+00:00
13,4943,Dai,DAI,multi-collateral-dai,1456,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6126053314.089033,6126053314.089033,,14,,,,2022-11-03T04:39:00.000Z,1.0001415216932503,319370650.890818,69.3711,0.00701701,0.04724777,0.04977141,-0.00827661,0.05671761,0.03459907,6126920283.526985,0.6069,6126920283.53,,2022-11-03T04:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-11-03 04:40:29.480472+00:00
14,1958,TRON,TRX,tron,697,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,92250037251.28708,92250056871.98372,,15,71659659264.0,4439304742.7909565,,2022-11-03T04:39:00.000Z,0.06194984442273438,402737873.5458864,31.6356,0.05430112,-1.60688585,-3.07742501,1.21593598,-1.39223933,-10.95521169,5714875455.708686,0.5657,5714876671.21,,2022-11-03T04:39:00.000Z,,,,,,2022-11-03 04:40:29.480472+00:00
0,1,Bitcoin,BTC,bitcoin,9813,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19196818.0,19196818.0,,1,,,,2022-11-03T04:40:00.000Z,20350.06155358215,56226175141.58662,44.8416,0.13428749,-0.86784804,-2.04959101,3.7507527,2.9092874,-12.13674147,390656427932.91376,38.6973,427351292625.23,,2022-11-03T04:40:00.000Z,,,,,,2022-11-03 04:41:30.771053+00:00
1,1027,Ethereum,ETH,ethereum,6168,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373863.499,122373863.499,,2,,,,2022-11-03T04:40:00.000Z,1552.7871412198429,24372864405.94326,74.172,0.11122478,-2.39559732,-0.13543924,16.64607618,0.06776661,-6.35157286,190020561662.6395,18.8229,190020561662.64,,2022-11-03T04:40:00.000Z,,,,,,2022-11-03 04:41:30.771053+00:00
2,825,Tether,USDT,tether,41494,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,69350342913.25587,72141766321.66891,,3,,,,2022-11-03T04:40:00.000Z,1.0000167996805964,78992934550.20926,43.2061,0.00433577,0.00973816,-0.02094979,-0.00852732,-0.00568921,-0.00856323,69351507976.86607,6.8644,72142978280.3,,2022-11-03T04:40:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-11-03 04:41:30.771053+00:00
3,1839,BNB,BNB,bnb,1132,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,159977716.84719825,159979963.59042934,,4,,,,2022-11-03T04:40:00.000Z,324.55680558068156,1415940847.252952,22.4586,0.43081048,-0.46687922,11.83010611,12.84120949,16.87746144,3.68342382,51921856744.01745,5.1432,64911361116.14,,2022-11-03T04:40:00.000Z,,,,,,2022-11-03 04:41:30.771053+00:00
4,3408,USD Coin,USDC,usd-coin,6653,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,42542266647.8906,42542266647.8906,,5,,,,2022-11-03T04:40:00.000Z,1.000106277994864,6204111847.951984,83.4409,-0.01729815,0.0036095,0.02891435,-0.00146819,0.00298776,0.02768519,42546787954.686905,4.2146,42546787954.69,,2022-11-03T04:40:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-11-03 04:41:30.771053+00:00
5,52,XRP,XRP,xrp,831,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50085407159.0,99989240406.0,,6,,,,2022-11-03T04:40:00.000Z,0.45733102559240657,1450154928.8545983,19.5582,0.048576,-0.80127989,-3.78716171,0.28442728,38.20637985,21.66555628,22905610623.23873,2.269,45733102559.24,,2022-11-03T04:40:00.000Z,,,,,,2022-11-03 04:41:30.771053+00:00
6,4687,Binance USD,BUSD,binance-usd,5377,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin']",,21658670444.839256,21658670444.839256,,7,,,,2022-11-03T04:40:00.000Z,1.000826879609568,8620071609.56998,26.3796,0.02083044,0.05892133,0.03399308,0.00320652,0.05799987,0.08083592,21676579557.80045,2.1472,21676579557.8,,2022-11-03T04:40:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-11-03 04:41:30.771053+00:00
7,74,Dogecoin,DOGE,dogecoin,588,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,8,,,,2022-11-03T04:40:00.000Z,0.13405148248152862,4146069524.3682795,-46.4979,1.3729275,-6.66112422,72.38689459,122.31771278,114.56610677,96.40863697,17784712636.358265,1.7603,17784712636.36,,2022-11-03T04:40:00.000Z,,,,,,2022-11-03 04:41:30.771053+00:00
8,2010,Cardano,ADA,cardano,585,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34330907829.432,35101471140.919,,9,,,,2022-11-03T04:40:00.000Z,0.39524579392198583,733822590.0551851,53.0894,0.02826784,-0.99460867,-2.63963988,-7.65808321,-19.94914452,-22.62729231,13569146921.106369,1.3441,17786060726.49,,2022-11-03T04:40:00.000Z,,,,,,2022-11-03 04:41:30.771053+00:00
9,5426,Solana,SOL,solana,395,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,359331107.08825153,511616946.142289,,10,,,,2022-11-03T04:40:00.000Z,31.870454911025483,1245939092.754775,70.9781,0.47944196,-1.29460751,1.0840293,-3.82994838,1.8205042,-20.31655649,11452045846.58499,1.1335,16305464813.74,,2022-11-03T04:40:00.000Z,,,,,,2022-11-03 04:41:30.771053+00:00
10,3890,Polygon,MATIC,polygon,504,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,11,,,,2022-11-03T04:40:00.000Z,0.9665208706585887,840571742.7122468,156.4008,2.02007364,10.70114741,3.54999606,18.53485486,9.39353803,4.91137527,8441900130.820916,0.8362,9665208706.59,,2022-11-03T04:40:00.000Z,,,,,,2022-11-03 04:41:30.771053+00:00
11,6636,Polkadot,DOT,polkadot-new,421,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1132728275.398679,1248551945.7238588,,12,904869778.0,5838625836.417968,,2022-11-03T04:40:00.000Z,6.452448715132099,380816224.8934421,55.5254,0.34810222,0.2822962,-0.82962185,1.23505234,-11.55973561,-23.13173704,7308871105.190004,0.724,8056217397.96,,2022-11-03T04:40:00.000Z,,,,,,2022-11-03 04:41:30.771053+00:00
12,5994,Shiba Inu,SHIB,shiba-inu,433,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,13,,,,2022-11-03T04:40:00.000Z,1.2271020322265026e-05,634900298.8790417,-32.9261,0.57899324,-4.05093611,5.50868827,9.82362877,-0.36819313,1.77585755,6737566653.3005705,0.6674,7236650542.89,,2022-11-03T04:40:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-11-03 04:41:30.771053+00:00
13,4943,Dai,DAI,multi-collateral-dai,1456,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6126053314.089033,6126053314.089033,,14,,,,2022-11-03T04:40:00.000Z,1.0001497841210016,319303164.01095974,71.6437,-0.01208987,0.05180149,0.06380669,0.0012079,0.05528286,0.03758581,6126970899.599894,0.6069,6126970899.6,,2022-11-03T04:40:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-11-03 04:41:30.771053+00:00
14,1958,TRON,TRX,tron,697,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,92250037251.28708,92250056871.98372,,15,71659659264.0,4437960152.404669,,2022-11-03T04:40:00.000Z,0.061931080861756034,403196813.6080508,31.7792,0.04013242,-1.66595532,-3.0982965,1.17092722,-1.3944346,-10.98505129,5713144516.509466,0.5655,5713145731.64,,2022-11-03T04:40:00.000Z,,,,,,2022-11-03 04:41:30.771053+00:00
0,1,Bitcoin,BTC,bitcoin,9813,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19196818.0,19196818.0,,1,,,,2022-11-03T04:41:00.000Z,20348.431518440022,56223351458.672005,44.853,0.1280411,-0.87040038,-2.05755888,3.74478582,2.89724529,-12.13338029,390625136444.9567,38.6942,427317061887.24,,2022-11-03T04:41:00.000Z,,,,,,2022-11-03 04:42:31.726382+00:00
1,1027,Ethereum,ETH,ethereum,6168,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373863.499,122373863.499,,2,,,,2022-11-03T04:41:00.000Z,1552.2870835553103,24370880690.866375,74.1647,0.11040122,-2.41271642,-0.16992118,16.62614405,0.02905664,-6.36620769,189959367674.25836,18.8168,189959367674.26,,2022-11-03T04:41:00.000Z,,,,,,2022-11-03 04:42:31.726382+00:00
2,825,Tether,USDT,tether,41494,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,69350342913.25587,72141766321.66891,,3,,,,2022-11-03T04:41:00.000Z,1.0000122380320116,78987848779.77522,43.2156,0.00314625,0.00901338,-0.02210489,-0.01171939,-0.00625199,-0.0089517,69351191624.97246,6.8643,72142649194.91,,2022-11-03T04:41:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-11-03 04:42:31.726382+00:00
3,1839,BNB,BNB,bnb,1132,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,159977716.84719825,159979963.59042934,,4,,,,2022-11-03T04:41:00.000Z,324.6118698666562,1415781037.0648398,22.4579,0.45031849,-0.42517429,11.84618746,12.88849603,16.8833574,3.70457803,51930665802.767494,5.1408,64922373973.33,,2022-11-03T04:41:00.000Z,,,,,,2022-11-03 04:42:31.726382+00:00
4,3408,USD Coin,USDC,usd-coin,6653,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,42542266647.8906,42542266647.8906,,5,,,,2022-11-03T04:41:00.000Z,1.0001116818146525,6203749854.672833,83.4471,-0.01631518,0.00422754,0.02952263,0.00766734,0.00427782,0.03104197,42547017845.42927,4.2146,42547017845.43,,2022-11-03T04:41:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-11-03 04:42:31.726382+00:00
5,52,XRP,XRP,xrp,831,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50085407159.0,99989240406.0,,6,,,,2022-11-03T04:41:00.000Z,0.457345584534656,1449992153.8316534,19.6023,0.06734471,-0.79576401,-3.78566983,0.31126622,38.20213134,21.66702529,22906339813.7891,2.2676,45734558453.47,,2022-11-03T04:41:00.000Z,,,,,,2022-11-03 04:42:31.726382+00:00
6,4687,Binance USD,BUSD,binance-usd,5377,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin']",,21658670444.839256,21658670444.839256,,7,,,,2022-11-03T04:41:00.000Z,1.000066376017042,8617462614.561235,26.332,0.01986261,-0.03293891,-0.04187968,-0.00525861,-0.02184161,0.00282995,21660108061.117813,2.1456,21660108061.12,,2022-11-03T04:41:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-11-03 04:42:31.726382+00:00
7,74,Dogecoin,DOGE,dogecoin,588,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,8,,,,2022-11-03T04:41:00.000Z,0.13404307130264212,4142770008.4148536,-46.4444,1.34204699,-6.6403792,72.38183374,122.28787228,114.54171735,96.38712481,17783596718.82673,1.7602,17783596718.83,,2022-11-03T04:41:00.000Z,,,,,,2022-11-03 04:42:31.726382+00:00
8,2010,Cardano,ADA,cardano,585,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34330907829.432,35101471140.919,,9,,,,2022-11-03T04:41:00.000Z,0.3951781456986148,733713644.4206573,53.0247,0.01878551,-0.99585657,-2.6626335,-7.67403724,-19.96660216,-22.6338078,13566824496.184994,1.3439,17783016556.44,,2022-11-03T04:41:00.000Z,,,,,,2022-11-03 04:42:31.726382+00:00
